request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_162,976971.67,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-08-26. No eligible plan meets that deadline while protecting the IDR 24161100 minimum. Baseline safe payment today is IDR 976,971.67. No safe full-payment date was found within 90 days."
request_163,7920980.79,not_affordable,not_recommended,none,2024-11-15,none,"Do not make this payment by 2024-11-15. No eligible plan meets that deadline while protecting the IDR 26728700 minimum. Baseline safe payment today is IDR 7,920,980.79. Single-payment capacity is first available on 2024-11-15."
request_164,27018000.00,affordable_with_plan,installments,2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240,2025-02-04,none,"Use 3 installments of IDR 9366240, starting 2025-02-11. This leaves at least IDR 29550500 available."
request_165,60705.18,affordable_with_plan,full_payment,2026-04-06:80600,,reduce_to:event_15173:1875|reduce_to:event_15136:1048|stop:event_15135,"Reduce event_15173 to INR 1875, Reduce event_15136 to INR 1048, Stop event_15135, then Pay INR 80600 on 2026-04-06. This leaves at least INR 95000 available over the next 90 days."
request_166,2907.60,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,"Use 3 installments of USD 1,007.97, starting 2024-12-03. This leaves at least USD 1700 available."
request_167,43802.00,affordable_now,full_payment,2025-05-05:43802,2025-05-05,none,Pay ZAR 43802 on 2025-05-05. This leaves at least ZAR 31200 available over the next 90 days.
request_168,29084.17,affordable_with_plan,partial_payment,2026-01-07:29084.17|2026-02-15:20295.83,2026-02-15,none,"Pay INR 29,084.17 today and the remaining INR 20,295.83 on 2026-02-15. This completes the full request and keeps the INR 114400 minimum protected."
request_169,41976.00,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,Pay ZAR 41976 on 2024-03-04. This leaves at least ZAR 18700 available over the next 90 days.
request_170,29329841.06,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-10-15,reduce_to:event_15670:779950,"Use 3 installments of IDR 12804480, starting 2025-08-06. This leaves at least IDR 24715800 available."
request_171,27.61,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-09-10. No eligible plan meets that deadline while protecting the EUR 500 minimum. Baseline safe payment today is EUR 27.61. No safe full-payment date was found within 90 days.
request_172,8985.25,affordable_with_plan,partial_payment,2024-06-05:8985.25|2024-06-15:1214.75,2024-06-15,none,"Pay ZAR 8,985.25 today and the remaining ZAR 1,214.75 on 2024-06-15. This completes the full request and keeps the ZAR 27200 minimum protected."
request_173,53173.57,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,,reduce_to:event_15946:2105,"Use 3 installments of INR 39,173.33, starting 2025-11-21. This leaves at least INR 79100 available."
request_174,1028.67,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,,reduce_to:event_16013:12.5|stop:event_15974|reduce_to:event_15976:16.8,"Use 3 installments of EUR 397.35, starting 2026-04-04. This leaves at least EUR 700 available."
request_175,2346.30,affordable_now,full_payment,2024-09-06:2346.3,2024-09-06,none,"Pay EUR 2,346.30 on 2024-09-06. This leaves at least EUR 1700 available over the next 90 days."
request_176,347.02,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-02-27. No eligible plan meets that deadline while protecting the EUR 600 minimum. Baseline safe payment today is EUR 347.02. No safe full-payment date was found within 90 days.
request_177,1017.60,affordable_now,full_payment,2026-01-05:1017.6,2026-01-05,none,"Pay USD 1,017.60 on 2026-01-05. This leaves at least USD 1300 available over the next 90 days."
request_178,2938.10,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Use 3 installments of EUR 1,018.54, starting 2024-12-07. This leaves at least EUR 1400 available."
request_179,5758045.75,affordable_later,wait,2025-07-15:41648000,2025-07-15,none,Pay IDR 41648000 in full on 2025-07-15. Paying earlier would take the balance below the IDR 41430800 minimum.
request_180,66500.00,affordable_now,full_payment,2026-07-06:66500,2026-07-06,none,Pay INR 66500 on 2026-07-06. This leaves at least INR 37300 available over the next 90 days.
request_181,274.29,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-04-07. No eligible plan meets that deadline while protecting the USD 2000 minimum. Baseline safe payment today is USD 274.29. No safe full-payment date was found within 90 days.
request_182,65714.00,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,Pay ZAR 65714 on 2025-08-05. This leaves at least ZAR 31100 available over the next 90 days.
request_183,22788507.70,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-06-15,reduce_to:event_16816:342000|reduce_to:event_16815:365560,"Use 3 installments of IDR 9,313,546.67, starting 2026-04-10. This leaves at least IDR 11878300 available."
request_184,5622.50,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-07-30. No eligible plan meets that deadline while protecting the INR 110800 minimum. Baseline safe payment today is INR 5,622.50. No safe full-payment date was found within 90 days."
request_185,292.01,affordable_with_plan,full_payment,2026-01-15:1257.3,,reduce_to:event_17120:33.5,"Reduce event_17120 to EUR 33.50, then Pay EUR 1,257.30 on 2026-01-15. This leaves at least EUR 1300 available over the next 90 days."
request_186,3470.41,affordable_with_plan,full_payment,2026-03-15:26554,,reduce_to:event_17239:623.7,"Reduce event_17239 to ZAR 623.70, then Pay ZAR 26554 on 2026-03-15. This leaves at least ZAR 22000 available over the next 90 days."
request_187,37433.83,affordable_later,wait,2024-11-15:187500,2024-11-15,none,Pay INR 187500 in full on 2024-11-15. Paying earlier would take the balance below the INR 128300 minimum.
request_188,37.95,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-03-04. No eligible plan meets that deadline while protecting the EUR 900 minimum. Baseline safe payment today is EUR 37.95. No safe full-payment date was found within 90 days.
request_189,488.40,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,Pay EUR 488.40 on 2026-07-04. This leaves at least EUR 400 available over the next 90 days.
request_190,433.44,affordable_with_plan,full_payment,2025-02-15:2557.5,,reduce_to:event_17577:37.5,"Reduce event_17577 to EUR 37.50, then Pay EUR 2,557.50 on 2025-02-15. This leaves at least EUR 1600 available over the next 90 days."
request_191,664.40,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,Pay EUR 664.40 on 2025-05-03. This leaves at least EUR 500 available over the next 90 days.
request_192,51.88,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-05-11. No eligible plan meets that deadline while protecting the USD 1000 minimum. Baseline safe payment today is USD 51.88. No safe full-payment date was found within 90 days.
request_193,10.20,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-04-15,none,"Use 3 installments of EUR 420.23, starting 2024-03-21. This leaves at least EUR 1000 available."
request_194,30651.93,affordable_later,wait,2025-10-23:132800,2025-10-23,none,Pay INR 132800 in full on 2025-10-23. Paying earlier would take the balance below the INR 113600 minimum.
request_195,955.57,not_affordable,not_recommended,none,2026-03-15,none,Do not make this payment by 2026-03-11. No eligible plan meets that deadline while protecting the EUR 700 minimum. Baseline safe payment today is EUR 955.57. Single-payment capacity is first available on 2026-03-15.
request_196,762.30,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.30 on 2024-06-03. This leaves at least EUR 500 available over the next 90 days.
request_197,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-21. No eligible plan meets that deadline while protecting the IDR 26245900 minimum. Baseline safe payment today is IDR 0. No safe full-payment date was found within 90 days.
request_198,185800.00,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Pay INR 185800 on 2026-07-07. This leaves at least INR 124300 available over the next 90 days.
request_199,21641998.89,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,,reduce_to:event_18319:753350|stop:event_18316,"Use 3 installments of IDR 8,206,986.67, starting 2024-09-07. This leaves at least IDR 25359500 available."
request_200,21717000.00,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,Pay IDR 21717000 on 2025-02-06. This leaves at least IDR 20114600 available over the next 90 days.
request_201,21853524.39,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-05-16. No eligible plan meets that deadline while protecting the IDR 17304500 minimum. Baseline safe payment today is IDR 21,853,524.39. No safe full-payment date was found within 90 days."
request_202,123900.00,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Pay INR 123900 on 2024-12-05. This leaves at least INR 147800 available over the next 90 days.
request_203,831.55,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-07-08. No eligible plan meets that deadline while protecting the EUR 1400 minimum. Baseline safe payment today is EUR 831.55. No safe full-payment date was found within 90 days.
request_204,553.82,affordable_later,wait,2026-01-15:588.74,2026-01-15,none,Pay EUR 588.74 in full on 2026-01-15. Paying earlier would take the balance below the EUR 1300 minimum.
request_205,10621000.00,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Pay IDR 10621000 on 2024-03-06. This leaves at least IDR 13994300 available over the next 90 days.
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 2025-08-03. This leaves at least EUR 900 available."
request_207,4098.46,affordable_later,wait,2026-07-15:11830,2026-07-15,none,Pay ZAR 11830 in full on 2026-07-15. Paying earlier would take the balance below the ZAR 13600 minimum.
request_208,2896361.33,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,Pay IDR 4413000 in full on 2024-06-15. Paying earlier would take the balance below the IDR 10470700 minimum.
request_209,1408.69,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-11-25. No eligible plan meets that deadline while protecting the ZAR 18400 minimum. Baseline safe payment today is ZAR 1,408.69. No safe full-payment date was found within 90 days."
request_210,805.15,affordable_with_plan,partial_payment,2026-04-06:805.15|2026-04-15:554.87,2026-04-15,none,Pay USD 805.15 today and the remaining USD 554.87 on 2026-04-15. This completes the full request and keeps the USD 2000 minimum protected.
request_211,238.29,affordable_later,wait,2024-11-15:1788.6,2024-11-15,none,"Pay EUR 1,788.60 in full on 2024-11-15. Paying earlier would take the balance below the EUR 1500 minimum."
request_212,3597391.90,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-28. No eligible plan meets that deadline while protecting the IDR 29579800 minimum. Baseline safe payment today is IDR 3,597,391.90. No safe full-payment date was found within 90 days."
request_213,1962.91,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-22. No eligible plan meets that deadline while protecting the USD 2100 minimum. Baseline safe payment today is USD 1,962.91. No safe full-payment date was found within 90 days."
request_214,36058.37,affordable_with_plan,partial_payment,2024-12-04:36058.37|2025-01-15:33691.63,2025-01-15,none,"Pay INR 36,058.37 today and the remaining INR 33,691.63 on 2025-01-15. This completes the full request and keeps the INR 174900 minimum protected."
request_215,24834.82,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-07-10. No eligible plan meets that deadline while protecting the ZAR 15700 minimum. Baseline safe payment today is ZAR 24,834.82. No safe full-payment date was found within 90 days."
request_216,447.15,affordable_with_plan,full_payment,2026-09-15:3332.4,,reduce_to:event_19943:44,"Reduce event_19943 to USD 44, then Pay USD 3,332.40 on 2026-09-15. This leaves at least USD 1800 available over the next 90 days."
request_217,18961.39,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,reduce_to:event_20045:663.3,"Use 3 installments of ZAR 12,889.07, starting 2024-03-19. This leaves at least ZAR 26800 available."
request_218,24131913.98,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21,195,893.33, starting 2025-08-07. This leaves at least IDR 34477200 available."
request_219,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-06-13. No eligible plan meets that deadline while protecting the EUR 1100 minimum. Baseline safe payment today is EUR 0. No safe full-payment date was found within 90 days.
request_220,52.36,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-07-03. No eligible plan meets that deadline while protecting the EUR 1100 minimum. Baseline safe payment today is EUR 52.36. No safe full-payment date was found within 90 days.
request_221,109800.00,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 on 2025-11-03. This leaves at least INR 81500 available over the next 90 days.
request_222,34078.00,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay ZAR 34078 on 2026-01-05. This leaves at least ZAR 27300 available over the next 90 days.
request_223,898.70,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.70 on 2024-09-07. This leaves at least EUR 800 available over the next 90 days.
request_224,9559090.44,affordable_with_plan,partial_payment,2025-02-04:9559090.44|2025-02-15:767909.56,2025-02-15,none,"Pay IDR 9,559,090.44 today and the remaining IDR 767,909.56 on 2025-02-15. This completes the full request and keeps the IDR 22187600 minimum protected."
request_225,9243318.54,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-15,reduce_to:event_20649:314450,"Use 3 installments of IDR 7647120, starting 2026-07-20. This leaves at least IDR 17670700 available."
request_226,157000.00,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Pay INR 157000 on 2024-12-03. This leaves at least INR 209400 available over the next 90 days.
request_227,6852.63,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-20. No eligible plan meets that deadline while protecting the INR 62900 minimum. Baseline safe payment today is INR 6,852.63. No safe full-payment date was found within 90 days."
request_228,1317636.87,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-04-30. No eligible plan meets that deadline while protecting the IDR 26191200 minimum. Baseline safe payment today is IDR 1,317,636.87. No safe full-payment date was found within 90 days."
request_229,415.26,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,stop:event_21032|stop:event_21031,"Use 3 installments of EUR 529.29, starting 2024-03-18. This leaves at least EUR 1000 available."
request_230,3537.60,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,"Pay EUR 3,537.60 on 2025-08-06. This leaves at least EUR 2000 available over the next 90 days."
request_231,29355.87,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-03-15,reduce_to:event_21305:845.9,"Use 3 installments of ZAR 12,378.08, starting 2026-01-06. This leaves at least ZAR 24300 available."
request_232,403.45,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-08-15. No eligible plan meets that deadline while protecting the EUR 2400 minimum. Baseline safe payment today is EUR 403.45. No safe full-payment date was found within 90 days.
request_233,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-12-17. No eligible plan meets that deadline while protecting the IDR 10365700 minimum. Baseline safe payment today is IDR 0. No safe full-payment date was found within 90 days.
request_234,172.69,affordable_later,wait,2026-09-15:1213.3,2026-09-15,none,"Pay EUR 1,213.30 in full on 2026-09-15. Paying earlier would take the balance below the EUR 700 minimum."
request_235,967.20,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.20 on 2024-09-06. This leaves at least USD 700 available over the next 90 days.
request_236,5797003.82,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-23. No eligible plan meets that deadline while protecting the IDR 16768600 minimum. Baseline safe payment today is IDR 5,797,003.82. No safe full-payment date was found within 90 days."
request_237,19357930.76,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-05-20. No eligible plan meets that deadline while protecting the IDR 22431500 minimum. Baseline safe payment today is IDR 19,357,930.76. No safe full-payment date was found within 90 days."
request_238,663.60,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 2024-12-07. This leaves at least USD 700 available."
request_239,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-05-24. No eligible plan meets that deadline while protecting the USD 600 minimum. Baseline safe payment today is USD 0. No safe full-payment date was found within 90 days.
request_240,12942.32,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-20. No eligible plan meets that deadline while protecting the INR 52800 minimum. Baseline safe payment today is INR 12,942.32. No safe full-payment date was found within 90 days."
request_241,21052000.00,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 2024-03-17. This leaves at least IDR 19252000 available."
request_242,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-08-25. No eligible plan meets that deadline while protecting the EUR 600 minimum. Baseline safe payment today is EUR 0. No safe full-payment date was found within 90 days.
request_243,17468.00,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 on 2026-07-07. This leaves at least ZAR 19900 available over the next 90 days.
request_244,49918.00,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,Pay ZAR 49918 on 2024-06-04. This leaves at least ZAR 45900 available over the next 90 days.
request_245,23643.08,affordable_later,wait,2026-01-15:128500,2026-01-15,none,Pay INR 128500 in full on 2026-01-15. Paying earlier would take the balance below the INR 94600 minimum.
request_246,64086.00,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,reduce_to:event_22650:716.1,"Use 3 installments of ZAR 22,216.48, starting 2026-04-03. This leaves at least ZAR 39300 available."
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,"Pay EUR 1,059.30 on 2024-09-05. This leaves at least EUR 1300 available over the next 90 days."
request_248,928.54,affordable_with_plan,partial_payment,2025-02-07:928.54|2025-04-15:1037.06,2025-04-15,none,"Pay USD 928.54 today and the remaining USD 1,037.06 on 2025-04-15. This completes the full request and keeps the USD 1300 minimum protected."
request_249,126.06,affordable_later,wait,2026-03-15:643.2,2026-03-15,none,Pay USD 643.20 in full on 2026-03-15. Paying earlier would take the balance below the USD 600 minimum.
request_250,15141.89,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-01-18. No eligible plan meets that deadline while protecting the ZAR 35300 minimum. Baseline safe payment today is ZAR 15,141.89. No safe full-payment date was found within 90 days."
request_251,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-06-06. No eligible plan meets that deadline while protecting the EUR 1300 minimum. Baseline safe payment today is EUR 0. No safe full-payment date was found within 90 days.
request_252,3551828.38,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,Pay IDR 28082000 in full on 2026-09-15. Paying earlier would take the balance below the IDR 15152200 minimum.
request_253,1355.27,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-05-15,none,"Use 3 installments of EUR 984.60, starting 2024-03-21. This leaves at least EUR 2300 available."
request_254,603.70,affordable_later,wait,2025-10-15:3535.2,2025-10-15,none,"Pay USD 3,535.20 in full on 2025-10-15. Paying earlier would take the balance below the USD 2500 minimum."
request_255,279762.72,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-06-15. No eligible plan meets that deadline while protecting the IDR 9813900 minimum. Baseline safe payment today is IDR 279,762.72. No safe full-payment date was found within 90 days."
request_256,146891.61,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-08-15,reduce_to:event_23553:3490,"Use 3 installments of INR 75816, starting 2024-06-10. This leaves at least INR 168600 available."
request_257,289.18,affordable_later,wait,2025-11-15:1352.4,2025-11-15,none,"Pay USD 1,352.40 in full on 2025-11-15. Paying earlier would take the balance below the USD 1600 minimum."
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,"Pay USD 1,113.60 on 2026-01-07. This leaves at least USD 500 available over the next 90 days."
request_259,209.80,affordable_later,wait,2024-11-15:935,2024-11-15,none,Pay EUR 935 in full on 2024-11-15. Paying earlier would take the balance below the EUR 600 minimum.
request_260,5996300.45,affordable_with_plan,partial_payment,2025-02-06:5996300.45|2025-03-15:46082699.55,2025-03-15,none,"Pay IDR 5,996,300.45 today and the remaining IDR 46,082,699.55 on 2025-03-15. This completes the full request and keeps the IDR 20727700 minimum protected."
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,"Pay EUR 1,830.40 on 2026-07-03. This leaves at least EUR 1500 available over the next 90 days."
request_262,9236000.00,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Pay IDR 9236000 on 2024-12-05. This leaves at least IDR 31018500 available over the next 90 days.
request_263,5186.87,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-15. No eligible plan meets that deadline while protecting the ZAR 24100 minimum. Baseline safe payment today is ZAR 5,186.87. No safe full-payment date was found within 90 days."
request_264,22202.30,affordable_later,wait,2026-06-15:111300,2026-06-15,none,Pay INR 111300 in full on 2026-06-15. Paying earlier would take the balance below the INR 59500 minimum.
request_265,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-03-21. No eligible plan meets that deadline while protecting the INR 189700 minimum. Baseline safe payment today is INR 0. No safe full-payment date was found within 90 days.
request_266,767.14,not_affordable,not_recommended,none,2025-10-15,none,Do not make this payment by 2025-10-03. No eligible plan meets that deadline while protecting the EUR 900 minimum. Baseline safe payment today is EUR 767.14. Single-payment capacity is first available on 2025-10-15.
request_267,1612.10,not_affordable,not_recommended,none,2026-03-15,none,"Do not make this payment by 2026-03-17. No eligible plan meets that deadline while protecting the EUR 1500 minimum. Baseline safe payment today is EUR 1,612.10. Single-payment capacity is first available on 2026-03-15."
request_268,1033.69,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 2024-06-14. This leaves at least EUR 1400 available."
request_269,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-02. No eligible plan meets that deadline while protecting the ZAR 23100 minimum. Baseline safe payment today is ZAR 0. No safe full-payment date was found within 90 days.
request_270,93.50,not_affordable,not_recommended,none,2026-09-15,none,Do not make this payment by 2026-08-30. No eligible plan meets that deadline while protecting the USD 1400 minimum. Baseline safe payment today is USD 93.50. Single-payment capacity is first available on 2026-09-15.
request_271,12584.56,affordable_later,wait,2024-11-15:91300,2024-11-15,none,Pay INR 91300 in full on 2024-11-15. Paying earlier would take the balance below the INR 58200 minimum.
request_272,5351174.75,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Use 3 installments of IDR 4,709,466.67, starting 2025-02-12. This leaves at least IDR 7508600 available."
request_273,9406506.17,affordable_with_plan,partial_payment,2026-04-07:9406506.17|2026-04-15:6454493.83,2026-04-15,none,"Pay IDR 9,406,506.17 today and the remaining IDR 6,454,493.83 on 2026-04-15. This completes the full request and keeps the IDR 18774600 minimum protected."
request_274,2106.51,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2025-02-15,reduce_to:event_25181:51.6|stop:event_25180,"Use 3 installments of EUR 940.75, starting 2024-12-04. This leaves at least EUR 1800 available."
request_275,15884000.00,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 on 2025-05-06. This leaves at least IDR 12760100 available over the next 90 days.
